,secID,ticker,tradeDate,AccountsPayablesTDays,AccountsPayablesTRate,AdminiExpenseRate,ARTDays,ARTRate,ASSI,BLEV,BondsPayableToAsset,CashRateOfSales,CashToCurrentLiability,CMRA,CTOP,CTP5,CurrentAssetsRatio,CurrentAssetsTRate,CurrentRatio,DAVOL10,DAVOL20,DAVOL5,DDNBT,DDNCR,DDNSR,DebtEquityRatio,DebtsAssetRatio,DHILO,DilutedEPS,DVRAT,EBITToTOR,EGRO,EMA10,EMA120,EMA20,EMA5,EMA60,EPS,EquityFixedAssetRatio,EquityToAsset,EquityTRate,ETOP,ETP5,FinancialExpenseRate,FinancingCashGrowRate,FixAssetRatio,FixedAssetsTRate,GrossIncomeRatio,HBETA,HSIGMA,IntangibleAssetRatio,InventoryTDays,InventoryTRate,InvestCashGrowRate,LCAP,LFLO,LongDebtToAsset,LongDebtToWorkingCapital,LongTermDebtToAsset,MA10,MA120,MA20,MA5,MA60,MAWVAD,MFI,MLEV,NetAssetGrowRate,NetProfitGrowRate,NetProfitRatio,NOCFToOperatingNI,NonCurrentAssetsRatio,NPParentCompanyGrowRate,NPToTOR,OperatingExpenseRate,OperatingProfitGrowRate,OperatingProfitRatio,OperatingProfitToTOR,OperatingRevenueGrowRate,OperCashGrowRate,OperCashInToCurrentLiability,PB,PCF,PE,PS,PSY,QuickRatio,REVS10,REVS20,REVS5,ROA,ROA5,ROE,ROE5,RSI,RSTR12,RSTR24,SalesCostRatio,SaleServiceCashToOR,SUE,TaxRatio,TOBT,TotalAssetGrowRate,TotalAssetsTRate,TotalProfitCostRatio,TotalProfitGrowRate,VOL10,VOL120,VOL20,VOL240,VOL5,VOL60,WVAD,REC,DAREC,GREC,FY12P,DAREV,GREV,SFY12P,DASREV,GSREV,FEARNG,FSALESG,TA2EV,CFO2EV,ACCA,DEGM,SUOI,EARNMOM,FiftyTwoWeekHigh,Volatility,Skewness,ILLIQUIDITY,BackwardADJ,MACD,ADTM,ATR14,ATR6,BIAS10,BIAS20,BIAS5,BIAS60,BollDown,BollUp,CCI10,CCI20,CCI5,CCI88,KDJ_K,KDJ_D,KDJ_J,ROC6,ROC20,SBM,STM,UpRVI,DownRVI,RVI,SRMI,ChandeSD,ChandeSU,CMO,DBCD,ARC,OBV,OBV6,OBV20,TVMA20,TVMA6,TVSTD20,TVSTD6,VDEA,VDIFF,VEMA10,VEMA12,VEMA26,VEMA5,VMACD,VOSC,VR,VROC12,VROC6,VSTD10,VSTD20,KlingerOscillator,MoneyFlow20,AD,AD20,AD6,CoppockCurve,ASI,ChaikinOscillator,ChaikinVolatility,EMV14,EMV6,plusDI,minusDI,ADX,ADXR,Aroon,AroonDown,AroonUp,DEA,DIFF,DDI,DIZ,DIF,MTM,MTMMA,PVT,PVT6,PVT12,TRIX5,TRIX10,UOS,MA10RegressCoeff12,MA10RegressCoeff6,PLRC6,PLRC12,SwingIndex,Ulcer10,Ulcer5,Hurst,ACD6,ACD20,EMA12,EMA26,APBMA,BBI,BBIC,TEMA10,TEMA5,MA10Close,AR,BR,ARBR,CR20,MassIndex,BearPower,BullPower,Elder,NVI,PVI,RC12,RC24,JDQS20
117,688012.XSHG,688012,2020-01-22,104.9226,3.4311,0.1779,-51.7799,-6.9525,22.3028,1.0266,0,0.2339,1.2535,,0.0,,0.8251,0.6743,3.7673,0.0402,0.0161,0.0686,1.8743,0.1928,5.841,0.3145,0.2392,0.0504,0.27,,0.1008,4.189,161.4099,90.8513,137.8879,179.2053,103.3208,0.3363,22.6538,0.7608,0.915,0.0018,,-0.0025,1.2941,0.0336,11.2727,0.373,0.2995,0.0479,0.0983,385.2327,0.9345,-3.0451,25.4003,23.0583,0.0,0.0333,0.0202,156.567,83.1901,128.131,183.216,90.876,41.3153,71.6549,1.0009,12.8675,4.7561,0.1056,3.2476,0.1749,4.7594,0.1056,0.1089,3.6845,0.1365,0.1365,0.5429,2.187,0.4139,29.1073,244.2765,540.6342,57.1319,0.75,2.402,1.703,2.5398,1.3667,0.0652,,0.1316,,81.7827,0.9079,0.9079,0.627,1.3357,1.0277,0.0024,,1.1321,0.5373,0.1501,3.6904,0.1464,0.1062,0.1223,0.1183,0.1748,0.0911,46.2806,1.8826,0.0531,22.0,0.0028,0.0286,60,0.0256,-0.1536,-24.0,1.1672,0.3386,0.0455,0.0041,0.0497,0.0058,3.2326,1.0,1.0,0.3529,0.8206,0.0876,1.0,14.415,0.7836,14.7415,21.6714,28.3157,56.7927,9.652,121.0705,54.8517,201.4103,94.0887,142.9443,84.3152,361.3319,87.4929,86.6105,89.2577,48.8038,153.9823,38.87,179.62,12.2806,7.2726,62.8061,0.4128,31.54,153.34,65.8806,5.4533,1.2682,133731738.0,129854022.167,107407795.75,795.9899,1403.5555,484.5797,386.6499,780890.8536,1243295.7366,7520353.4525,7216535.0909,5973239.3543,8563053.3474,924809.766,20.1314,2.2991,218.0544,40.3973,2007239.1228,2154957.7037,0.2882,16115874879.3,-18.0682,-33.7574,-23.7992,155.2239,1523.2236,5.2755,185.501,1948.6673,2856.4937,58.2525,6.675,80.7787,66.2053,84,16,100,19.6785,26.886,0.8352,0.9176,0.0824,82.93,56.872,8.1329,6.5292,5.0362,0.0537,0.0418,69.0974,5.5333,7.6177,7.1349,8.5608,544.2367,5.1148,7.1671,0.7638,79.4,137.7,155.5629,128.6769,20.3524,157.3139,0.783,196.8345,195.5926,0.7793,362.5556,247.7982,114.7574,372.4541,30.8473,12.2386,48.0686,0.1783,67.6427,348.045,1.9493,2.3871,0.6667
118,688012.XSHG,688012,2020-01-23,104.9226,3.4311,0.1779,-51.7799,-6.9525,22.3028,1.0266,0,0.2339,1.2535,,0.0,,0.8251,0.6743,3.7673,0.0497,0.0176,0.0728,2.4286,0.2889,5.7981,0.3145,0.2392,0.0504,0.27,,0.1008,4.189,165.4045,92.3807,142.2205,180.5969,105.9457,0.3363,22.6538,0.7608,0.915,0.002,,-0.0025,1.2941,0.0336,11.2727,0.373,0.5744,0.0482,0.0983,385.2327,0.9345,-3.0451,25.3091,22.9671,0.0,0.0333,0.0202,163.097,84.0201,132.85,185.69,92.8323,42.974,62.5703,1.001,12.8675,4.7561,0.1056,3.2476,0.1749,4.7594,0.1056,0.1089,3.6845,0.1365,0.1365,0.5429,2.187,0.4139,26.5689,222.9738,493.4869,52.1496,0.6667,2.402,1.553,2.0604,1.0723,0.0652,,0.1316,,72.8,0.8167,0.8167,0.627,1.3357,1.0277,0.0024,,1.1321,0.5373,0.1501,3.6904,0.1555,0.1058,0.1234,0.1187,0.1786,0.0926,47.6517,1.8826,0.1043,24.0,0.0031,0.0627,60,0.028,-0.0403,-26.0,1.1672,0.3386,0.0499,0.0045,0.0497,0.0058,3.2326,1.0,0.8744,0.3576,0.6039,0.08,1.0,11.8958,0.8314,15.9914,23.4328,12.4362,38.0354,-1.244,97.539,58.0413,207.6587,67.7947,113.7311,16.7755,312.6549,84.9998,86.0736,82.8522,24.7483,106.0449,34.11,202.37,10.6432,10.1294,51.2367,0.3561,49.06,143.44,49.0286,4.6877,1.2955,124947255.0,130232122.0,109575659.0,847.3159,1539.329,518.0322,270.9724,879968.3272,1276278.2217,7750195.1884,7457757.8461,6181479.6244,8636863.2316,792619.789,21.8516,2.0614,135.6722,47.7744,1691577.9517,2229888.7131,0.2091,17109853522.7,-18.4588,-32.5679,-21.6719,153.8764,1435.7803,5.4359,212.4232,1893.4209,2887.5546,46.5395,5.3328,80.6,67.9496,84,12,96,21.1655,27.1134,0.8668,0.9334,0.0666,65.3,60.494,7.3668,6.951,5.4159,0.0468,0.0422,68.5049,6.0203,7.4815,1.9846,7.9556,146.0604,5.8109,8.1595,0.7631,47.38,110.28,159.8424,132.729,14.7132,161.9797,0.8833,196.1769,189.5677,0.8894,284.7331,182.4062,102.3269,282.2125,31.2176,11.4131,42.2231,0.168,61.7437,348.045,1.7138,2.2951,0.6
119,688012.XSHG,688012,2020-02-03,104.9226,3.4311,0.1779,-51.7799,-6.9525,22.3028,1.0266,0,0.2339,1.2535,,0.0,,0.8251,0.6743,3.7673,0.0568,0.0196,0.0679,2.5178,0.5066,5.0706,0.3145,0.2392,0.0504,0.27,,0.1008,4.189,162.6582,93.338,142.99,170.4979,107.3999,0.3363,22.6538,0.7608,0.915,0.0025,,-0.0025,1.2941,0.0336,11.2727,0.373,1.0636,0.0485,0.0983,385.2327,0.9345,-3.0451,25.1102,22.7681,0.0,0.0333,0.0202,166.577,84.5352,135.795,176.548,94.2107,44.0997,58.8788,1.0012,12.8675,4.7561,0.1056,3.2476,0.1749,4.7594,0.1056,0.1089,3.6845,0.1365,0.1365,0.5429,2.187,0.4139,21.7761,182.7514,404.4665,42.7423,0.5833,2.402,1.3013,1.6444,0.7668,0.0652,,0.1316,,58.5254,0.6178,0.6178,0.627,1.3357,1.0277,0.0024,,1.1321,0.5373,0.1501,3.6904,0.161,0.1042,0.1238,0.119,0.1721,0.0939,45.8619,1.9108,0.1258,26.0,0.0041,0.1679,60,0.034,-0.0464,-28.0,1.3323,0.3333,0.061,0.0055,0.0497,0.0058,3.2326,1.0,0.6371,0.3586,0.4848,0.086,1.0,5.0854,0.6665,17.3927,25.4623,-9.7715,10.6815,-14.8673,59.536,63.2538,208.3362,-30.6438,46.4946,-148.1303,209.2951,66.1655,79.4376,39.6213,-12.1104,64.442,67.49,202.37,9.2241,11.9806,43.5003,0.2315,82.14,141.04,26.3913,1.5043,1.3124,116946241.0,128051070.5,110986699.5,877.2933,1552.1146,523.8765,251.868,948989.8152,1225075.7674,7795798.6087,7541335.7159,6316259.9485,8424913.4877,552171.9044,22.2425,1.8328,57.9677,8.7997,1377871.0183,2260649.006,0.0918,17700648496.4,-24.5329,-31.6454,-21.6361,141.2207,437.1786,3.0747,183.1794,1442.2077,589.1274,37.0846,20.2638,73.7641,65.2114,84,8,92,21.8012,24.3439,0.555,0.7775,0.2225,34.8,61.564,5.9235,6.9321,5.6321,0.0308,0.0397,58.6475,6.3473,6.6398,-5.1683,6.0426,-542.4768,9.8349,13.9087,0.7368,-11.65,73.31,158.3744,134.0305,12.082,160.8453,1.0702,179.8657,162.7177,1.1083,274.67,139.7742,134.8958,189.1283,31.4139,-8.4845,12.5255,0.1398,50.6057,348.045,1.2741,1.9021,0.6
120,688012.XSHG,688012,2020-02-04,104.9226,3.4311,0.1779,-51.7799,-6.9525,22.3028,1.0266,0,0.2339,1.2535,,0.0,,0.8251,0.6743,3.7673,0.0611,0.0235,0.0651,2.5178,0.5066,5.0706,0.3145,0.2392,0.0523,0.27,,0.1008,4.189,165.3858,94.7318,146.2919,172.8853,109.7035,0.3363,22.6538,0.7608,0.915,0.0021,,-0.0025,1.2941,0.0336,11.2727,0.373,1.1554,0.0491,0.0983,385.2327,0.9345,-3.0451,25.2774,22.9354,0.0,0.0333,0.0202,170.943,85.257,139.928,176.558,96.0035,45.5348,61.451,1.001,12.8675,4.7561,0.1056,3.2476,0.1749,4.7594,0.1056,0.1089,3.6845,0.1365,0.1365,0.5429,2.187,0.4139,25.7401,216.0187,478.094,50.5229,0.5833,2.402,1.3258,1.8701,1.0003,0.0652,,0.1316,,63.737,0.785,0.785,0.627,1.3357,1.0277,0.0024,,1.1321,0.5373,0.1501,3.6904,0.1639,0.1028,0.1263,0.1193,0.1679,0.0947,53.8228,1.9108,0.0895,28.0,0.0035,0.1679,60,0.0288,-0.0464,-30.0,1.3323,0.3333,0.0516,0.0047,0.0497,0.0058,3.2326,1.0,0.8333,0.3563,0.2845,0.0896,1.0,3.6448,0.7002,18.2347,26.0819,3.9294,26.9653,0.6242,85.0558,67.7551,212.1009,12.2522,72.6843,-25.6709,238.0294,66.0988,74.9913,48.3138,-9.3618,87.0105,66.52,221.87,10.8264,10.3832,51.0448,0.2458,82.14,164.8,33.4737,0.6951,1.3366,125205593.0,125728474.667,112543868.15,921.9385,1516.1642,528.039,257.5646,997513.2655,1191607.0665,7880081.0435,7651799.7596,6460192.6931,8369726.3251,388187.602,23.8912,2.1491,113.4979,-9.3238,1264405.9287,2304530.2278,0.0524,18614226057.0,-17.5904,-30.5819,-21.8015,137.113,422.2421,4.0382,104.1947,1621.992,-359.7866,38.4798,16.751,69.1745,63.5554,84,4,88,22.2567,24.0791,0.5538,0.7769,0.2231,43.66,62.03,7.427,6.9418,5.9732,0.0222,0.0371,59.9123,6.5067,5.9017,-2.2291,4.9607,447.2167,10.4932,14.2334,0.7043,-20.11,96.77,161.3414,137.2623,9.846,160.4504,0.9031,180.6782,170.1542,0.9622,296.7163,162.8224,133.8939,206.7956,31.647,-2.6625,20.1675,0.1285,50.6057,411.4017,1.5046,2.3559,0.5556
121,688012.XSHG,688012,2020-02-05,104.9226,3.4311,0.1779,-51.7799,-6.9525,22.3028,1.0266,0,0.2339,1.2535,,0.0,,0.8251,0.6743,3.7673,0.0655,0.031,0.0731,2.5178,0.5066,5.0706,0.3145,0.2392,0.053,0.27,,0.1008,4.189,167.8993,96.1281,149.427,174.9935,111.9824,0.3363,22.6538,0.7608,0.915,0.0021,,-0.0025,1.2941,0.0336,11.2727,0.373,1.1541,0.0489,0.0983,385.2327,0.9345,-3.0451,25.2861,22.9441,0.0,0.0333,0.0202,175.363,85.9546,144.223,178.29,97.8105,47.1259,63.853,1.001,12.8675,4.7561,0.1056,3.2476,0.1749,4.7594,0.1056,0.1089,3.6845,0.1365,0.1365,0.5429,2.187,0.4139,25.9647,217.9034,482.2651,50.9637,0.6667,2.402,1.3274,1.9206,1.0508,0.0652,,0.1316,,64.7593,0.7937,0.7937,0.627,1.3357,1.0277,0.0024,,1.1321,0.5373,0.1501,3.6904,0.166,0.1005,0.1315,0.1198,0.1736,0.0963,51.0381,1.9108,0.0956,30.0,0.0035,0.1679,60,0.0285,-0.0464,-32.0,1.3323,0.3333,0.0511,0.0046,0.0497,0.0058,3.2326,1.0,0.8444,0.3374,0.1099,0.083,1.0,2.3424,0.7133,18.8229,26.1466,2.1937,24.259,0.516,83.2216,73.5223,214.9237,56.8698,89.0656,42.1651,251.991,64.4296,71.4707,50.3474,0.9009,92.0587,66.52,231.99,11.6676,8.9988,56.4569,0.2466,80.45,166.35,34.8055,0.2563,1.3611,134262661.0,126382021.667,114727122.75,990.0317,1526.3613,534.9163,263.9493,1041098.8217,1215441.0466,8094078.672,7867994.8735,6652553.8269,8598840.2167,348684.4498,24.044,2.2849,86.8207,2.9237,1272439.5735,2291862.1479,0.0695,19948145541.9,-21.734,-29.6515,-21.4917,126.8669,522.6739,2.7468,87.2368,1845.668,243.9646,45.78,14.0639,67.0176,63.8498,80,4,84,22.5496,23.7208,0.5724,0.7862,0.2138,44.2,62.28,7.506,7.1025,6.3298,0.0174,0.0346,52.0439,6.4678,5.2015,-1.7,3.4046,135.7325,11.0347,13.8622,0.6895,5.47,107.52,164.0904,140.3696,9.6528,162.5397,0.907,181.4914,175.0303,0.9785,290.0662,170.6556,119.4106,230.8171,31.8381,9.875,36.345,0.1477,50.6057,414.991,1.5516,2.2656,0.5556
122,688012.XSHG,688012,2020-02-06,104.9226,3.4311,0.1779,-51.7799,-6.9525,22.3028,1.0266,0,0.2339,1.2535,,0.0,,0.8251,0.6743,3.7673,0.0668,0.0364,0.0575,2.5178,0.5066,5.0706,0.3145,0.2392,0.0537,0.27,,0.1008,4.189,170.6449,97.564,152.6244,177.6623,114.3109,0.3363,22.6538,0.7608,0.915,0.002,,-0.0025,1.2941,0.0336,11.2727,0.373,1.3341,0.0491,0.0983,385.2327,0.9345,-3.0451,25.307,22.965,0.0,0.0333,0.0202,178.963,86.6515,148.753,174.71,99.7027,48.6466,59.0515,1.001,12.8675,4.7561,0.1056,3.2476,0.1749,4.7594,0.1056,0.1089,3.6845,0.1365,0.1365,0.5429,2.187,0.4139,26.5138,222.5117,492.4642,52.0415,0.6667,2.402,1.2449,1.9805,0.9109,0.0652,,0.1316,,62.1818,0.8146,0.8146,0.627,1.3357,1.0277,0.0024,,1.1321,0.5373,0.1501,3.6904,0.1655,0.0987,0.1351,0.1198,0.1562,0.0971,47.2248,1.9108,0.0956,32.0,0.0034,0.1679,60,0.0279,-0.0464,-34.0,1.3323,0.3333,0.05,0.0045,0.0497,0.0058,3.2326,1.0,0.8716,0.2952,-0.0328,0.08,1.0,1.4762,0.6799,18.4891,24.1472,2.2558,23.0227,4.745,83.5457,80.4643,217.0417,33.0188,76.2954,44.3502,230.1348,65.0312,69.3242,56.4452,7.2999,98.0519,71.34,222.9,11.9801,7.799,60.5695,0.1967,79.54,170.14,36.2864,0.2166,1.3844,140316260.0,129234958.0,117326833.75,1034.2512,1498.7076,502.7682,302.9994,1029013.1062,980670.2441,7723082.368,7588857.0468,6608186.8027,7750426.4778,-96685.7242,22.576,2.2595,-5.32,-15.2482,1250293.5263,2070374.8949,0.0302,20833559853.7,-19.4281,-28.5509,-19.9687,118.0008,788.8672,2.7025,67.197,1675.7139,403.527,40.3923,12.4088,65.1483,64.2413,76,4,80,22.7341,23.4722,0.4784,0.7392,0.2608,36.0,60.42,7.634,7.3317,6.6117,0.0151,0.0322,55.5851,6.2526,4.3755,-2.1329,2.3897,58.0978,11.3887,13.8625,0.6817,29.48,119.84,166.9996,143.5274,7.774,167.7834,0.9168,183.3686,180.0166,0.9779,301.0048,173.8203,127.1845,219.5674,31.9167,8.0972,22.2472,0.0773,51.6759,414.991,1.3657,2.0562,0.5556
123,688012.XSHG,688012,2020-02-07,104.9226,3.4311,0.1779,-51.7799,-6.9525,22.3028,1.0266,0,0.2339,1.2535,,0.0,,0.8251,0.6743,3.7673,0.0698,0.0415,0.0575,2.5178,0.5066,5.0706,0.3145,0.2392,0.0537,0.27,,0.1008,4.189,175.1931,99.1854,156.723,183.6616,116.9781,0.3363,22.6538,0.7608,0.915,0.0019,,-0.0025,1.2941,0.0336,11.2727,0.373,1.3277,0.0489,0.0983,385.2327,0.9345,-3.0451,25.3739,23.0319,0.0,0.0333,0.0202,181.428,87.5237,153.3435,177.166,101.851,49.2509,64.1848,1.0009,12.8675,4.7561,0.1056,3.2476,0.1749,4.7594,0.1056,0.1089,3.6845,0.1365,0.1365,0.5429,2.187,0.4139,28.3481,237.9051,526.5331,55.6418,0.6667,2.402,1.1441,1.8841,1.067,0.0652,,0.1316,,64.2525,0.8815,0.8815,0.627,1.3357,1.0277,0.0024,,1.1321,0.5373,0.1501,3.6904,0.1662,0.0964,0.1379,0.1201,0.1539,0.0987,49.9063,1.9108,0.0956,34.0,0.0032,0.1679,60,0.0261,-0.0464,-36.0,1.3323,0.3333,0.0468,0.0042,0.0497,0.0058,3.2326,1.0,0.9624,0.2863,-0.1976,0.0736,1.0,2.0572,0.7015,18.9713,24.3293,7.8444,27.5959,10.4388,92.1042,85.4218,221.2652,93.2865,88.1639,89.7645,235.6087,73.366,70.6715,78.755,-2.6083,88.4064,71.34,238.96,12.331,6.7591,64.5937,0.126,79.54,171.35,36.5937,0.2324,1.4112,148509557.0,131697927.833,120086674.95,1087.0011,1437.4175,497.8793,231.4758,1014459.5721,956245.4359,7808575.9375,7681847.8088,6725602.3729,7898049.9852,-116428.2724,20.5316,2.2822,9.2097,-22.2138,1206426.8788,2055950.449,0.0427,21891615441.3,-14.0525,-27.4254,-19.2995,111.898,514.8787,4.1491,43.1506,1813.7912,389.76,42.9864,10.4809,64.5679,65.242,72,4,76,22.9912,24.0198,0.476,0.738,0.262,24.65,56.169,8.2008,7.343,6.9361,0.0163,0.0305,60.6605,5.8319,3.8067,4.6014,1.5649,270.2482,11.4185,13.3026,0.6715,14.61,129.29,171.4089,147.3891,11.0108,171.4147,0.8761,190.0049,191.0777,0.9273,303.5604,173.059,130.5014,215.2761,31.7195,5.2662,30.5062,0.129,51.6759,443.7002,1.4492,2.1407,0.5556
124,688012.XSHG,688012,2020-02-10,104.9226,3.4311,0.1779,-51.7799,-6.9525,22.3028,1.0266,0,0.2339,1.2535,,0.0,,0.8251,0.6743,3.7673,0.0652,0.0439,0.0536,2.5178,0.5066,5.0706,0.3145,0.2392,0.0578,0.27,,0.1008,4.189,178.4507,100.7379,160.1884,186.811,119.4742,0.3363,22.6538,0.7608,0.915,0.0019,,-0.0025,1.2941,0.0336,11.2727,0.373,1.3207,0.0488,0.0983,385.2327,0.9345,-3.0451,25.3608,23.0188,0.0,0.0333,0.0202,181.138,88.3828,157.801,185.728,103.9095,48.8851,65.1096,1.0009,12.8675,4.7561,0.1056,3.2476,0.1749,4.7594,0.1056,0.1089,3.6845,0.1365,0.1365,0.5429,2.187,0.4139,27.9786,234.8046,519.6709,54.9166,0.5833,2.402,0.9852,1.8575,1.2848,0.0652,,0.1316,,61.3387,0.8684,0.8684,0.627,1.3357,1.0277,0.0024,,1.1321,0.5373,0.1501,3.6904,0.1605,0.0953,0.1392,0.1201,0.1489,0.0996,45.4568,1.9108,0.0956,36.0,0.0032,0.1679,60,0.0265,-0.0464,-38.0,1.3323,0.3333,0.0474,0.0043,0.0497,0.0058,3.2326,1.0,0.9441,0.278,-0.3703,0.0715,1.0,1.5688,0.7189,19.1733,23.9077,6.6093,22.3757,3.9746,85.8444,91.8525,223.7495,131.0646,96.5597,115.4154,235.3569,73.2047,71.5159,76.5823,5.3059,85.7541,71.34,253.78,10.6869,7.7667,57.9123,-0.0148,82.09,171.24,35.1913,-0.1664,1.4375,141783157.0,134503911.5,122258992.95,1126.7433,1384.4124,482.7767,209.7422,973406.534,809194.3818,7611816.6761,7534855.8382,6725661.4564,7507499.9901,-328424.3044,21.407,1.8944,13.1529,-23.4286,1282298.1577,2011189.2405,0.0794,22688254184.4,-17.7366,-26.3469,-19.1791,98.7947,450.6886,3.1915,13.4793,1907.7345,962.1229,43.8026,8.9877,64.7521,66.8572,60,12,72,23.1873,23.9717,0.4662,0.7331,0.2669,-2.9,46.674,8.1131,7.4674,7.2092,0.0169,0.029,52.4065,5.1703,3.0817,7.7669,0.7629,81.8703,11.4842,7.101,0.6702,15.26,110.74,174.7475,150.7758,7.2376,174.961,0.906,192.9274,193.8197,0.938,299.6766,168.1152,131.5614,219.8377,31.4142,15.3124,37.1124,0.1129,51.0024,443.7002,1.3137,2.0327,0.625
125,688012.XSHG,688012,2020-02-11,104.9226,3.4311,0.1779,-51.7799,-6.9525,22.3028,1.0266,0,0.2339,1.2535,,0.0,,0.8251,0.6743,3.7673,0.0612,0.0479,0.0494,2.5178,0.5066,5.0706,0.3145,0.2392,0.0578,0.27,,0.1008,4.189,183.096,102.4447,164.361,192.5407,122.2455,0.3363,22.6538,0.7608,0.915,0.0018,,-0.0025,1.2941,0.0336,11.2727,0.373,1.3521,0.0487,0.0983,385.2327,0.9345,-3.0451,25.4156,23.0736,0.0,0.0333,0.0202,183.777,89.362,162.848,190.996,106.1615,49.6683,65.7908,1.0009,12.8675,4.7561,0.1056,3.2476,0.1749,4.7594,0.1056,0.1089,3.6845,0.1365,0.1365,0.5429,2.187,0.4139,29.5564,248.0458,548.9765,58.0135,0.5833,2.402,1.1486,1.9794,1.1483,0.0652,,0.1316,,58.672,0.9232,0.9232,0.627,1.3357,1.0277,0.0024,,1.1321,0.5373,0.1501,3.6904,0.156,0.0948,0.1427,0.1203,0.1442,0.1004,50.5608,1.9244,0.1058,38.0,0.0031,0.1679,60,0.025,-0.0464,-40.0,1.3323,0.3333,0.0448,0.0041,0.0497,0.0058,3.2326,1.0,1.0,0.245,-0.4683,0.0703,1.0,2.1476,0.7435,19.0081,22.7331,11.0041,25.2702,6.8085,92.1601,99.1265,226.5695,133.3032,101.9703,107.7275,230.7556,78.9323,73.988,88.8209,35.7285,97.9429,69.41,270.64,11.3866,6.7311,62.8479,0.1294,81.19,182.13,38.3336,0.2942,1.4683,148822464.0,139816615.333,124948862.7,1180.5983,1411.4643,449.7873,200.5293,920669.8464,709723.0958,7507724.0077,7458617.5554,6748894.4596,7351435.6601,-421893.5012,21.1994,2.1671,-4.2778,-12.0198,1304606.344,1821656.9049,0.1327,23769321360.6,-15.6073,-25.1259,-17.6915,87.8632,1204.7378,3.1871,8.5298,1702.6493,2185.437,38.2922,7.857,64.9118,68.4351,92,8,100,23.4558,24.5296,0.4728,0.7364,0.2636,26.39,41.858,8.5101,7.8985,7.4153,0.0188,0.0279,54.1637,4.4777,2.3989,5.316,1.1486,211.5724,11.0939,4.8642,0.6591,59.32,125.97,179.2479,154.7183,9.618,180.7889,0.8862,199.4188,202.1562,0.9009,309.9439,175.0087,134.9352,229.4749,31.1822,15.7049,32.5649,0.0826,51.0024,468.7217,1.1929,2.1863,0.625
126,688012.XSHG,688012,2020-02-12,104.9226,3.4311,0.1779,-51.7799,-6.9525,22.3028,1.0266,0,0.2339,1.2535,,0.0,,0.8251,0.6743,3.7673,0.0603,0.0512,0.0412,2.5178,0.5066,5.0706,0.3145,0.2392,0.058,0.27,,0.1008,4.189,187.1877,104.1497,168.2885,196.8938,124.9785,0.3363,22.6538,0.7608,0.915,0.0018,,-0.0025,1.2941,0.0336,11.2727,0.373,1.344,0.0486,0.0983,385.2327,0.9345,-3.0451,25.4235,23.0814,0.0,0.0333,0.0202,187.282,90.393,167.778,196.274,108.4965,49.4242,66.7043,1.0009,12.8675,4.7561,0.1056,3.2476,0.1749,4.7594,0.1056,0.1089,3.6845,0.1365,0.1365,0.5429,2.187,0.4139,29.7882,249.9913,553.2822,58.4685,0.5833,2.402,1.2055,1.9215,1.1473,0.0652,,0.1316,,52.8745,0.9311,0.9311,0.627,1.3357,1.0277,0.0024,,1.1321,0.5373,0.1501,3.6904,0.1545,0.0942,0.1454,0.1204,0.1354,0.1016,52.3583,1.8587,0.0557,40.0,0.0023,-0.1065,58,0.0252,-0.0328,-42.0,0.9018,0.3452,0.0445,0.004,0.0497,0.0058,3.2326,1.0,1.0,0.2166,-0.5603,0.0662,1.0,2.1744,0.7581,19.2154,22.5959,9.781,22.5429,4.7515,89.4992,107.0636,228.4924,115.7169,102.0058,84.3306,220.4246,81.2985,76.4248,91.0459,15.7267,92.1495,68.59,283.6,12.0744,5.8336,67.4246,0.1705,81.19,179.79,37.7807,-0.6628,1.502,155632430.0,144887754.833,127792859.95,1230.2491,1410.4084,411.4828,200.6648,857617.2233,605406.731,7380858.9154,7358825.0084,6753418.2774,7170945.7734,-504420.9846,18.588,2.4137,-25.236,-17.5484,1332259.3151,1640939.1095,0.1938,24768108940.1,-14.6344,-23.9863,-17.1988,78.9404,859.7239,3.2052,12.0169,1749.8137,1873.0355,36.3743,6.7359,65.4236,69.9893,96,4,100,23.7276,24.8148,0.4146,0.7073,0.2927,35.05,39.008,8.5635,8.0879,7.5149,0.0201,0.0269,59.7176,3.9292,2.1071,5.4971,2.5016,102.2028,10.3055,0.5902,0.6655,44.48,133.99,183.3021,158.4873,11.2992,184.1603,0.8957,204.074,206.3433,0.9109,293.8897,168.648,125.2417,222.1909,31.0159,11.7242,33.6342,0.1066,51.4024,468.7217,1.0489,2.2251,0.625
